date,firm,publisher,Likud,Yesh_Atid,Rel_Zionism,Otzma_Yehudit,National_Unity,Shas,UTJ,Yisrael_Beiteinu,Raam,Hadash_Taal,Labor,Meretz,Balad,lead,gov_total,source_url,date_parsed,dems,New_Hope,Bennett_2026,Blue_White,Reservists,Yashar,Joint_List,Joint_List_1,Joint_List_2
18 Sep 2025,Lazar,Maariv[66],25.0,7.0,-2.4,8.0,,8.0,8.0,10.0,5.0,5.0,,,-1.9,5,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-18,11,,20.0,4.0,,9.0,,,
18 Sep 2025,Midgam,HaHadashot 12[65],24.0,9.0,4.0,5.0,,9.0,7.0,11.0,5.0,5.0,,,-2.7,3,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-18,10,,21.0,-2.6,,10.0,,,
25 Sep 2025,Lazar,Maariv[64],26.0,8.0,-2.5,7.0,,8.0,7.0,9.0,5.0,5.0,,,-2.4,6,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-25,12,,20.0,-2.9,4.0,9.0,,,
25 Sep 2025,Midgam,HaHadashot 12[63],24.0,8.0,4.0,5.0,,9.0,7.0,11.0,5.0,5.0,,,-1.9,5,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-25,11,,19.0,-2.5,4.0,8.0,,,
28 Sep 2025,Filber,Channel 14[62],34.0,4.0,4.0,6.0,,11.0,8.0,8.0,5.0,5.0,,,-2.6,18,63.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-28,13,,16.0,-2.7,,6.0,,,
30 Sep 2025,Lazar,Maariv[58],25.0,7.0,-2.3,9.0,,8.0,7.0,10.0,5.0,5.0,,,-2.0,3,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-30,10,,22.0,-3.0,5.0,7.0,,,
30 Sep 2025,Maagar Mochot,Channel 13[59],23.0,6.0,4.0,9.0,,9.0,7.0,7.0,5.0,6.0,,,-2.6,2,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-30,10,,25.0,4.0,-2.0,5.0,,,
30 Sep 2025,Direct Polls,i24 News[61],33.0,4.0,5.0,7.0,,10.0,8.0,10.0,5.0,5.0,,,-2.7,18,63.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-30,10,,15.0,-2.7,-3.0,8.0,,,
30 Sep 2025,Lazar,Walla[60],24.0,7.0,,9.0,,8.0,7.0,11.0,5.0,5.0,,,,1,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-09-30,9,,23.0,,5.0,7.0,,,
9 Oct 2025,Filber,Channel 14[55],34.0,-2.6,5.0,6.0,,11.0,8.0,13.0,5.0,5.0,,,-2.4,18,64.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-09,11,,16.0,-2.7,,6.0,,,
9 Oct 2025,Maagar Mochot,Channel 13[54],27.0,6.0,4.0,9.0,,9.0,7.0,6.0,5.0,6.0,,,-2.6,4,56.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-09,10,,23.0,4.0,-2.7,4.0,,,
10 Oct 2025,Lazar,Maariv[53],27.0,10.0,-2.3,6.0,,8.0,7.0,10.0,5.0,5.0,,,-1.6,8,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-10,10,,19.0,-2.3,5.0,8.0,,,
15 Oct 2025,TrendZone,–[52],40.0,4.0,,5.0,,8.0,7.0,5.0,5.0,6.0,,,,19,60.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-15,12,,22.0,,,6.0,,,
15 Oct 2025,Filber,Channel 14[51],35.0,4.0,5.0,7.0,,11.0,8.0,11.0,6.0,5.0,,,-2.4,22,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-15,10,,13.0,-1.7,,5.0,,,
16 Oct 2025,Yossi Taktika,Zman Israel[50],34.0,7.0,4.0,5.0,,9.0,7.0,10.0,4.0,4.0,,,,14,59.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-16,7,,20.0,4.0,,5.0,,,
16 Oct 2025,Midgam,HaHadashot 12[49],27.0,9.0,-2.5,8.0,,9.0,7.0,9.0,5.0,5.0,,,-1.4,5,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-16,11,,22.0,-2.6,-1.4,8.0,,,
17 Oct 2025,Lazar,Maariv[48],26.0,7.0,4.0,7.0,,8.0,7.0,9.0,5.0,5.0,,,-1.9,6,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-17,11,,20.0,-2.6,4.0,6.0,,,
19 Oct 2025,Direct Polls,i24 News[47],34.0,4.0,5.0,6.0,,10.0,8.0,9.0,6.0,5.0,,,-2.6,17,63.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-19,10,,17.0,-1.2,-2.5,6.0,,,
23 Oct 2025,Midgam,HaHadashot 12[43],27.0,9.0,-2.1,8.0,,9.0,7.0,9.0,5.0,5.0,,,-1.4,6,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-23,13,,21.0,-2.2,-1.6,7.0,,,
23 Oct 2025,Lazar,Maariv[46],26.0,9.0,-2.6,8.0,,9.0,7.0,10.0,5.0,6.0,,,-2.2,7,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-23,12,,19.0,-2.9,-2.1,9.0,,,
23 Oct 2025,Yossi Taktika,Zman Israel[45],31.0,7.0,4.0,5.0,,10.0,7.0,10.0,5.0,5.0,,,,13,57.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-23,9,,18.0,4.0,,5.0,,,
23 Oct 2025,Filber,Channel 14[44],36.0,5.0,4.0,7.0,,11.0,8.0,9.0,5.0,5.0,,,-2.4,24,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-23,12,,11.0,-2.3,,7.0,,,
29 Oct 2025,Maagar Mochot,Channel 13[42],27.0,10.0,4.0,9.0,,10.0,7.0,9.0,5.0,4.0,,,-2.8,4,57.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-29,8,,23.0,-1.8,-1.3,4.0,,,
30 Oct 2025,Yossi Taktika,Zman Israel[41],30.0,10.0,,6.0,,10.0,8.0,10.0,5.0,4.0,,,,10,54.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-30,9,,20.0,4.0,,4.0,,,
30 Oct 2025,Lazar,Maariv[40],25.0,9.0,-2.2,7.0,,9.0,7.0,10.0,5.0,6.0,,,-2.0,4,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-30,12,,21.0,-1.9,-1.9,9.0,,,
30 Oct 2025,Filber,Channel 14[39],35.0,6.0,5.0,7.0,,11.0,8.0,9.0,5.0,5.0,,,-2.4,23,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-30,10,,12.0,-1.7,,7.0,,,
30 Oct 2025,Midgam,HaHadashot 12[38],26.0,10.0,-2.7,9.0,,9.0,7.0,9.0,5.0,5.0,,,-1.8,5,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-10-30,11,,21.0,-1.6,-1.9,8.0,,,
5 Nov 2025,Lazar,Maariv,26.0,10.0,-2.8,7.0,,9.0,7.0,9.0,5.0,5.0,,,-2.0,4,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-05,11,,22.0,-2.3,-2.9,9.0,,,
6 Nov 2025,Yossi Taktika,Zman Israel[37],29.0,9.0,,6.0,,10.0,8.0,10.0,5.0,4.0,,,,8,53.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-06,9,,21.0,4.0,,5.0,,,
6 Nov 2025,Midgam,HaHadashot 12[35],27.0,9.0,-2.5,9.0,,8.0,8.0,9.0,5.0,5.0,,,-1.8,5,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-06,11,,22.0,-2.2,-1.4,7.0,,,
6 Nov 2025,Filber,Channel 14[36],35.0,5.0,5.0,6.0,,11.0,8.0,10.0,6.0,5.0,,,-2.2,23,65.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-06,10,,12.0,-2.7,,7.0,,,
11 Nov 2025,TrendZone,–[34],35.0,5.0,-2.4,8.0,,7.0,8.0,6.0,5.0,5.0,,,-2.64,13,58.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-11,11,,22.0,-2.04,-3.12,8.0,,,
13 Nov 2025,Yossi Taktika,Zman Israel[33],29.0,10.0,,6.0,,9.0,8.0,10.0,5.0,5.0,,,,10,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-13,10,,19.0,4.0,,5.0,,,
13 Nov 2025,Lazar,Maariv[32],24.0,9.0,-1.3,8.0,,8.0,8.0,9.0,5.0,5.0,,,-2.4,Tie,48.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-13,11,,24.0,-2.9,-2.3,9.0,,,
13 Nov 2025,Filber,Channel 14[31],35.0,4.0,4.0,7.0,,11.0,9.0,9.0,6.0,5.0,,,-2.1,23,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-13,11,,12.0,-2.2,,7.0,,,
13 Nov 2025,Midgam,HaHadashot 12[30],27.0,9.0,-2.5,9.0,,9.0,7.0,9.0,5.0,5.0,,,-1.6,5,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-13,10,,22.0,-2.9,-1.2,8.0,,,
20 Nov 2025,Yossi Taktika,Zman Israel[29],28.0,11.0,,6.0,,10.0,8.0,10.0,5.0,5.0,,,,9,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-20,9,,19.0,4.0,,5.0,,,
20 Nov 2025,Lazar,Maariv[25],25.0,9.0,-2.2,9.0,,8.0,7.0,9.0,5.0,5.0,,,-1.9,2,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-20,11,,23.0,-2.9,-2.0,9.0,,,
20 Nov 2025,Filber,Channel 14[28],34.0,5.0,4.0,6.0,,11.0,9.0,10.0,6.0,5.0,,,-2.3,22,64.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-20,11,,12.0,-2.4,,7.0,,,
20 Nov 2025,Midgam,HaHadashot 12[27],27.0,9.0,-2.9,8.0,,9.0,7.0,9.0,5.0,5.0,,,-2.7,5,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-20,11,,22.0,-2.2,-1.7,8.0,,,
27 Nov 2025,Midgam,HaHadashot 12[23],27.0,8.0,-2.1,9.0,,9.0,7.0,10.0,5.0,5.0,,,-1.4,5,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-27,11,,22.0,-2.0,-2.9,7.0,,,
27 Nov 2025,Lazar,Maariv[25],25.0,9.0,-2.2,8.0,,8.0,7.0,9.0,5.0,5.0,,,-2.0,3,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-27,10,,22.0,-2.8,4.0,8.0,,,
27 Nov 2025,Filber,Channel 14[24],35.0,4.0,5.0,6.0,,11.0,9.0,11.0,5.0,5.0,,,-2.3,23,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-27,12,,10.0,-1.9,,7.0,,,
27 Nov 2025,Yossi Taktika,Zman Israel[26],28.0,11.0,,6.0,,10.0,8.0,10.0,6.0,5.0,,,,8,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-27,10,,20.0,,,6.0,,,
30 Nov 2025,Direct Polls,i24 News[22],35.0,-2.9,5.0,7.0,,11.0,9.0,10.0,5.0,5.0,,,-2.6,16,67.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-11-30,10,,19.0,-1.5,-2.6,4.0,,,
4 Dec 2025,Maagar Mochot,Channel 13[16],23.0,9.0,4.0,9.0,,10.0,6.0,10.0,4.0,6.0,,,-2.1,4,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-04,10,,19.0,-2.5,4.0,6.0,,,
4 Dec 2025,Kantar,Israel Hayom[17],25.0,9.0,-3.0,8.0,,9.0,7.0,9.0,5.0,5.0,,,-2.2,2,49.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-04,9,,23.0,-1.5,4.0,7.0,,,
4 Dec 2025,Lazar,Maariv[20],26.0,9.0,4.0,8.0,,8.0,7.0,9.0,5.0,5.0,,,-2.2,4,53.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-04,9,,22.0,-2.9,-2.2,8.0,,,
4 Dec 2025,Filber,Channel 14[19],35.0,4.0,5.0,7.0,,11.0,8.0,11.0,5.0,5.0,,,-2.3,23,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-04,10,,12.0,-1.9,,7.0,,,
4 Dec 2025,Yossi Taktika,Zman Israel[21],28.0,10.0,,6.0,,10.0,8.0,9.0,6.0,5.0,,,,8,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-04,11,,20.0,,,7.0,,,
4 Dec 2025,Midgam,HaHadashot 12[18],25.0,9.0,4.0,6.0,,9.0,7.0,9.0,5.0,5.0,,,-1.7,4,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-04,12,,21.0,-1.9,-2.9,8.0,,,
11 Dec 2025,Yossi Taktika,Zman Israel[15],28.0,10.0,,6.0,,10.0,8.0,10.0,5.0,4.0,,,,7,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-11,9,,21.0,,4.0,5.0,,,
11 Dec 2025,Filber,Channel 14[13],35.0,4.0,4.0,7.0,,11.0,8.0,10.0,6.0,5.0,,,-2.5,22,65.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-11,10,,13.0,-1.2,,7.0,,,
11 Dec 2025,Midgam,HaHadashot 12[12],27.0,9.0,-2.0,8.0,,9.0,7.0,9.0,5.0,5.0,,,-1.3,5,51.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-11,11,,22.0,-2.9,-1.6,8.0,,,
11 Dec 2025,Lazar,Maariv[14],28.0,8.0,-2.8,8.0,,9.0,7.0,11.0,5.0,5.0,,,-2.0,8,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-11,11,,20.0,-2.9,-2.8,8.0,,,
17 Dec 2025,Direct Polls,i24 News[11],35.0,-2.7,4.0,8.0,,10.0,9.0,9.0,6.0,5.0,,,-2.6,15,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-17,9,,20.0,-1.8,-3.0,5.0,,,
18 Dec 2025,Yossi Taktika,Zman Israel[10],26.0,10.0,,6.0,,10.0,8.0,10.0,5.0,5.0,,,,6,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-18,10,,20.0,,4.0,6.0,,,
18 Dec 2025,Lazar,Maariv[9],25.0,9.0,-2.1,9.0,,9.0,7.0,9.0,5.0,5.0,,,-1.4,3,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-18,10,,22.0,-2.3,-3.0,10.0,,,
18 Dec 2025,Filber,Channel 14[8],36.0,4.0,4.0,7.0,,11.0,8.0,10.0,5.0,5.0,,,-2.4,25,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-18,11,,11.0,-1.7,,8.0,,,
23 Dec 2025,Maagar Mochot,Channel 13[7],25.0,9.0,4.0,10.0,,9.0,7.0,10.0,4.0,6.0,,,-2.1,3,55.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-23,8,,22.0,-2.2,-1.4,6.0,,,
25 Dec 2025,Yossi Taktika,Zman Israel[6],25.0,9.0,4.0,5.0,,10.0,8.0,10.0,5.0,5.0,,,,5,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-25,10,,20.0,,4.0,5.0,,,
25 Dec 2025,Lazar,Maariv[5],25.0,9.0,-2.9,9.0,,9.0,7.0,10.0,5.0,5.0,,,-1.8,4,50.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-25,10,,21.0,-2.2,-2.4,10.0,,,
25 Dec 2025,Filber,Channel 14[4],34.0,5.0,5.0,8.0,,10.0,9.0,9.0,5.0,5.0,,,-2.3,22,66.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-25,10,,12.0,-1.1,,8.0,,,
25 Dec 2025,Midgam,HaHadashot 12[3],25.0,9.0,4.0,8.0,,8.0,7.0,9.0,5.0,5.0,,,-1.3,3,52.0,https://en.wikipedia.org/wiki/2025_opinion_polling_for_the_2026_Israeli_legislative_election,2025-12-25,11,,22.0,-1.9,-1.7,7.0,,,
1 Jan 2026,Filber,Channel 14[90],35.0,6.0,5.0,7.0,,11.0,8.0,9.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-01,10,,11.0,-0.9,,8.0,5.0,5,(2.1%)
1 Jan 2026,Midgam,HaHadashot 12[89],26.0,10.0,-2.9,9.0,,9.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-01,11,,21.0,-2.0,-2.7,8.0,5.0,5,(1.8%)
1 Jan 2026,Lazar,Maariv[91],27.0,9.0,-2.8,10.0,,8.0,7.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-01,10,,19.0,-2.0,-3.0,10.0,5.0,5,(2.0%)
1 Jan 2026,Yossi Taktika,Zman Israel[92],28.0,10.0,,6.0,,10.0,8.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-01,8,,22.0,,,7.0,6.0,5,–
7 Jan 2026,Maagar Mochot,Channel 13[88],26.0,7.0,-2.3,10.0,,10.0,7.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-07,8,,24.0,-2.3,-1.6,8.0,5.0,5,(2.3%)
8 Jan 2026,Yossi Taktika,Zman Israel[87],28.0,10.0,,7.0,,10.0,8.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-08,9,,21.0,,,6.0,6.0,5,–
8 Jan 2026,Lazar,Maariv[86],27.0,8.0,-2.2,9.0,,8.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-08,10,,22.0,-2.2,-2.7,10.0,5.0,5,(1.8%)
8 Jan 2026,Filber,Channel 14[85],35.0,6.0,4.0,7.0,,11.0,9.0,9.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-08,8,,13.0,-1.4,,8.0,5.0,5,(2.1%)
8 Jan 2026,Midgam,HaHadashot 12[84],25.0,9.0,4.0,8.0,,8.0,7.0,8.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-08,12,,21.0,-0.6,-2.5,8.0,5.0,5,(1.3%)
14 Jan 2026,Kantar,Israel Hayom[83],27.0,8.0,-2.9,9.0,,10.0,7.0,8.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-14,9,,23.0,-3.0,-2.7,9.0,5.0,5,(1.9%)
15 Jan 2026,Yossi Taktika,Zman Israel[82],27.0,9.0,,7.0,,10.0,8.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,8,,19.0,4.0,,7.0,6.0,5,–
15 Jan 2026,Lazar,Maariv[81],26.0,9.0,-2.6,10.0,,8.0,7.0,8.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,10,,22.0,-2.3,-2.6,11.0,4.0,5,(2.1%)
15 Jan 2026,Filber,Channel 14[80],35.0,5.0,4.0,7.0,,11.0,9.0,10.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,11,,11.0,-2.8,,6.0,6.0,5,(2.1%)
15 Jan 2026,TrendZone,–[79],34.0,5.0,,10.0,,6.0,6.0,6.0,,,,,,,56.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,12,,21.0,-1.8,,9.0,5.0,6,–
15 Jan 2026,Midgam,HaHadashot 12[78],26.0,9.0,-2.9,9.0,,8.0,8.0,8.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-15,12,,22.0,-2.4,-1.4,8.0,5.0,5,(1.7%)
20 Jan 2026,Maagar Mochot,Channel 13[76][77],25.0,7.0,-2.6,9.0,,10.0,7.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-20,10,,23.0,-2.0,-2.0,7.0,4.0,5,4
22 Jan 2026,Midgam,HaHadashot 12[72],25.0,8.0,-2.9,9.0,,9.0,8.0,9.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-22,11,,22.0,-1.7,-2.7,9.0,5.0,5,(1.1%)
22 Jan 2026,Filber,Channel 14[73],34.0,5.0,5.0,7.0,,10.0,9.0,8.0,,,,,,,65.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-22,10,,10.0,4.0,,7.0,5.0,6,(2.4%)
22 Jan 2026,Yossi Taktika,Zman Israel[75],25.0,8.0,4.0,6.0,,10.0,8.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-22,9,,18.0,4.0,,7.0,6.0,5,–
22 Jan 2026,Lazar,Maariv[74],25.0,9.0,-2.0,9.0,,8.0,7.0,9.0,,,,,,,49.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-22,9,,23.0,-2.8,-2.8,11.0,5.0,5,(1.9%)
29 Jan 2026,Yossi Taktika,Zman Israel[70],28.0,9.0,,7.0,,10.0,8.0,10.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,10,,19.0,,,8.0,6.0,5,–
29 Jan 2026,Yossi Taktika,Zman Israel[70],27.0,8.0,,7.0,,9.0,8.0,10.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,9,,19.0,,,7.0,16.0,16,16
29 Jan 2026,Lazar,Maariv[69],27.0,7.0,-2.2,8.0,,8.0,7.0,9.0,,,,,,,50.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,9,,22.0,-2.7,-1.8,10.0,13.0,13,13
29 Jan 2026,Filber,Channel 14[68],34.0,6.0,4.0,7.0,,10.0,9.0,9.0,,,,,,,64.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,9,,12.0,-3.0,,7.0,13.0,13,13
29 Jan 2026,Midgam,HaHadashot 12[67],27.0,8.0,-2.9,8.0,,9.0,7.0,8.0,,,,,,,51.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-01-29,11,,21.0,-1.8,-1.0,9.0,12.0,12,12
4 Feb 2026,Maagar Mochot,Channel 13[66],26.0,8.0,4.0,9.0,,9.0,6.0,7.0,,,,,,,54.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-04,8,,22.0,,,6.0,15.0,15,15
5 Feb 2026,Yossi Taktika,Times of Israel [65],27.0,8.0,,7.0,,10.0,8.0,10.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-05,8,,18.0,4.0,,6.0,14.0,14,14
5 Feb 2026,Filber,Channel 14[64],34.0,4.0,4.0,7.0,,11.0,9.0,8.0,,,,,,,65.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-05,9,,11.0,4.0,,6.0,13.0,13,13
6 Feb 2026,TrendZone,–[63],33.0,5.0,,8.0,,7.0,7.0,8.0,,,,,,,55.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-06,9,,20.0,,,8.0,15.0,15,15
11 Feb 2026,Kantar,Israel Hayom[62],27.0,7.0,-2.7,10.0,,9.0,7.0,9.0,,,,,,,53.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-11,9,,21.0,-2.9,-1.9,11.0,5.0,5,(2.3%)
11 Feb 2026,Kantar,Israel Hayom[62],26.0,7.0,-2.7,10.0,,9.0,7.0,9.0,,,,,,,52.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-11,9,,20.0,-2.9,-1.9,10.0,13.0,13,13
12 Feb 2026,Filber,Channel 14[59],35.0,5.0,5.0,7.0,,10.0,9.0,8.0,,,,,,,66.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Israeli_legislative_election,2026-02-12,10,,10.0,,,8.0,13.0,13,13
